ID_Venda,Data,Produto,Quantidade
1565,2025-08-21,Refrigerante,3
1566,2025-08-21,Batata Frita,2
1567,2025-08-21,Brownie,4
1568,2025-08-22,Cheeseburger,2
1569,2025-08-22,Água,2
1570,2025-08-22,Veggie Burger,3
1571,2025-08-22,Batata Frita,1
1572,2025-08-22,Brownie,1
1573,2025-08-22,Milkshake,1
1574,2025-08-22,Bacon Burger,1
1575,2025-08-22,Refrigerante,3
1576,2025-08-22,Cheeseburger,2
1577,2025-08-22,Brownie,2
1578,2025-08-22,Refrigerante,4
1579,2025-08-22,Onion Rings,1
1580,2025-08-22,Sorvete,3
1581,2025-08-22,Água,2
1582,2025-08-22,Água,2
1583,2025-08-23,Sorvete,4
1584,2025-08-23,Cheeseburger,1
1585,2025-08-23,Batata Frita,4
1586,2025-08-23,Bacon Burger,2
1587,2025-08-23,Onion Rings,4
1588,2025-08-23,Brownie,4
1589,2025-08-23,Sorvete,2
1590,2025-08-23,Brownie,4
1591,2025-08-23,Água,1
1592,2025-08-23,Batata Frita,2
1593,2025-08-24,Veggie Burger,3
1594,2025-08-24,Onion Rings,3
1595,2025-08-24,Refrigerante,1
1596,2025-08-24,Água,3
1597,2025-08-24,Refrigerante,2
1598,2025-08-24,Cheeseburger,2
1599,2025-08-24,Brownie,2
1600,2025-08-24,Onion Rings,3
1601,2025-08-24,Bacon Burger,4
1602,2025-08-24,Veggie Burger,2
1603,2025-08-24,Bacon Burger,4
1604,2025-08-24,Veggie Burger,1
1605,2025-08-24,Batata Frita,4
1606,2025-08-24,Onion Rings,1
1607,2025-08-24,Veggie Burger,2
1608,2025-08-24,Milkshake,3
1609,2025-08-24,Veggie Burger,1
1610,2025-08-24,Sorvete,2
1611,2025-08-24,Batata Frita,2
1612,2025-08-25,Bacon Burger,3
1613,2025-08-25,Bacon Burger,1
1614,2025-08-25,Cheeseburger,2
1615,2025-08-25,Onion Rings,2
1616,2025-08-25,Água,3
1617,2025-08-25,Água,4
1618,2025-08-25,Veggie Burger,2
1619,2025-08-25,Milkshake,3
1620,2025-08-25,Onion Rings,4
1621,2025-08-25,Bacon Burger,1
1622,2025-08-25,Refrigerante,1
1623,2025-08-25,Veggie Burger,2
1624,2025-08-25,Veggie Burger,3
1625,2025-08-25,Cheeseburger,1
1626,2025-08-25,Brownie,3
1627,2025-08-26,Brownie,3
1628,2025-08-26,Milkshake,1
1629,2025-08-26,Sorvete,1
1630,2025-08-26,Refrigerante,3
1631,2025-08-26,Brownie,1
1632,2025-08-26,Brownie,4
1633,2025-08-26,Onion Rings,2
1634,2025-08-26,Água,2
1635,2025-08-26,Onion Rings,4
1636,2025-08-26,Milkshake,3
1637,2025-08-26,Batata Frita,3
1638,2025-08-26,Milkshake,2
1639,2025-08-26,Batata Frita,1
1640,2025-08-26,Refrigerante,3
1641,2025-08-26,Batata Frita,2
1642,2025-08-26,Cheeseburger,2
1643,2025-08-27,Sorvete,2
1644,2025-08-27,Veggie Burger,4
1645,2025-08-27,Sorvete,2
1646,2025-08-27,Veggie Burger,4
1647,2025-08-27,Veggie Burger,4
1648,2025-08-27,Veggie Burger,4
1649,2025-08-27,Brownie,3
1650,2025-08-27,Veggie Burger,2
1651,2025-08-27,Onion Rings,3
1652,2025-08-27,Refrigerante,1
1653,2025-08-27,Refrigerante,1
1654,2025-08-27,Refrigerante,2
1655,2025-08-27,Refrigerante,4
1656,2025-08-27,Cheeseburger,1
1657,2025-08-27,Bacon Burger,1
1658,2025-08-27,Onion Rings,4
1659,2025-08-27,Veggie Burger,1
1660,2025-08-27,Onion Rings,3
1661,2025-08-27,Água,3
1662,2025-08-27,Refrigerante,1
1663,2025-08-28,Bacon Burger,4
1664,2025-08-28,Veggie Burger,1
1665,2025-08-28,Água,1
1666,2025-08-28,Cheeseburger,4
1667,2025-08-28,Cheeseburger,3
1668,2025-08-28,Cheeseburger,1
1669,2025-08-28,Veggie Burger,1
1670,2025-08-28,Onion Rings,1
1671,2025-08-28,Milkshake,4
1672,2025-08-28,Cheeseburger,3
1673,2025-08-28,Sorvete,1
1674,2025-08-28,Refrigerante,4
1675,2025-08-28,Brownie,1
1676,2025-08-28,Milkshake,3
1677,2025-08-29,Refrigerante,3
1678,2025-08-29,Milkshake,4
1679,2025-08-29,Bacon Burger,3
1680,2025-08-29,Milkshake,2
1681,2025-08-29,Cheeseburger,2
1682,2025-08-29,Batata Frita,3
1683,2025-08-29,Milkshake,2
1684,2025-08-29,Veggie Burger,2
1685,2025-08-29,Água,3
1686,2025-08-30,Refrigerante,1
1687,2025-08-30,Veggie Burger,1
1688,2025-08-30,Milkshake,3
1689,2025-08-30,Sorvete,3
1690,2025-08-30,Batata Frita,2
1691,2025-08-30,Batata Frita,1
1692,2025-08-30,Cheeseburger,4
1693,2025-08-30,Milkshake,1
1694,2025-08-30,Onion Rings,4
1695,2025-08-30,Milkshake,1
1696,2025-08-30,Água,3
1697,2025-08-30,Onion Rings,1
1698,2025-08-30,Veggie Burger,1
1699,2025-08-30,Onion Rings,4
1700,2025-08-30,Sorvete,1
1701,2025-08-31,Onion Rings,3
1702,2025-08-31,Veggie Burger,4
1703,2025-08-31,Brownie,3
1704,2025-08-31,Milkshake,1
1705,2025-08-31,Água,2
1706,2025-08-31,Bacon Burger,1
1707,2025-08-31,Refrigerante,1
1708,2025-08-31,Bacon Burger,4
1709,2025-08-31,Veggie Burger,2
1710,2025-08-31,Batata Frita,4
1711,2025-08-31,Cheeseburger,4
1712,2025-08-31,Cheeseburger,3
1713,2025-08-31,Veggie Burger,2
1714,2025-08-31,Onion Rings,1
1715,2025-08-31,Brownie,4
1716,2025-08-31,Batata Frita,3
1717,2025-08-31,Onion Rings,1
1718,2025-08-31,Veggie Burger,1
1719,2025-08-31,Bacon Burger,2
1720,2025-09-01,Refrigerante,1
1721,2025-09-01,Refrigerante,4
1722,2025-09-01,Batata Frita,3
1723,2025-09-01,Onion Rings,2
1724,2025-09-01,Veggie Burger,3
1725,2025-09-01,Veggie Burger,3
1726,2025-09-01,Milkshake,1
1727,2025-09-01,Água,1
1728,2025-09-01,Cheeseburger,2
1729,2025-09-02,Brownie,1
1730,2025-09-02,Sorvete,4
1731,2025-09-02,Veggie Burger,4
1732,2025-09-02,Bacon Burger,1
1733,2025-09-02,Milkshake,4
1734,2025-09-02,Cheeseburger,4
1735,2025-09-02,Bacon Burger,3
1736,2025-09-02,Refrigerante,4
1737,2025-09-02,Brownie,4
1738,2025-09-02,Veggie Burger,1
1739,2025-09-02,Brownie,3
1740,2025-09-02,Batata Frita,4
1741,2025-09-02,Batata Frita,1
1742,2025-09-02,Veggie Burger,4
1743,2025-09-02,Milkshake,1
1744,2025-09-02,Refrigerante,3
1745,2025-09-02,Milkshake,3
1746,2025-09-02,Água,4
1747,2025-09-03,Sorvete,2
1748,2025-09-03,Veggie Burger,1
1749,2025-09-03,Água,3
1750,2025-09-03,Milkshake,1
1751,2025-09-03,Veggie Burger,1
1752,2025-09-03,Veggie Burger,3
1753,2025-09-03,Sorvete,4
1754,2025-09-03,Milkshake,3
1755,2025-09-03,Sorvete,1
1756,2025-09-03,Refrigerante,2
1757,2025-09-03,Onion Rings,4
1758,2025-09-04,Veggie Burger,1
1759,2025-09-04,Bacon Burger,4
1760,2025-09-04,Milkshake,3
1761,2025-09-04,Sorvete,1
1762,2025-09-04,Veggie Burger,1
1763,2025-09-04,Brownie,3
1764,2025-09-04,Sorvete,3
1765,2025-09-04,Veggie Burger,2
1766,2025-09-04,Bacon Burger,4
1767,2025-09-04,Refrigerante,3
1768,2025-09-04,Brownie,1
1769,2025-09-04,Onion Rings,3
1770,2025-09-04,Veggie Burger,1
1771,2025-09-04,Refrigerante,2
1772,2025-09-04,Água,1
1773,2025-09-04,Brownie,2
1774,2025-09-04,Bacon Burger,1
1775,2025-09-04,Cheeseburger,3
1776,2025-09-05,Refrigerante,2
1777,2025-09-05,Água,2
1778,2025-09-05,Brownie,1
1779,2025-09-05,Batata Frita,1
1780,2025-09-05,Milkshake,2
1781,2025-09-05,Bacon Burger,2
1782,2025-09-05,Bacon Burger,4
1783,2025-09-05,Onion Rings,3
1784,2025-09-05,Água,3
1785,2025-09-05,Veggie Burger,4
1786,2025-09-05,Milkshake,3
1787,2025-09-06,Brownie,4
1788,2025-09-06,Batata Frita,4
1789,2025-09-06,Cheeseburger,4
1790,2025-09-06,Bacon Burger,3
1791,2025-09-06,Milkshake,3
1792,2025-09-06,Onion Rings,4
1793,2025-09-06,Bacon Burger,4
1794,2025-09-06,Refrigerante,4
1795,2025-09-06,Sorvete,4
1796,2025-09-06,Refrigerante,2
1797,2025-09-06,Bacon Burger,4
1798,2025-09-06,Milkshake,1
1799,2025-09-06,Sorvete,1
1800,2025-09-06,Sorvete,1
1801,2025-09-06,Sorvete,4
1802,2025-09-07,Água,1
1803,2025-09-07,Água,4
1804,2025-09-07,Cheeseburger,4
1805,2025-09-07,Batata Frita,2
1806,2025-09-07,Brownie,1
1807,2025-09-07,Veggie Burger,3
1808,2025-09-07,Bacon Burger,2
1809,2025-09-07,Sorvete,2
1810,2025-09-07,Sorvete,4
1811,2025-09-07,Bacon Burger,3
1812,2025-09-07,Veggie Burger,1
1813,2025-09-07,Onion Rings,4
1814,2025-09-07,Cheeseburger,4
1815,2025-09-07,Batata Frita,1
1816,2025-09-07,Milkshake,1
1817,2025-09-07,Refrigerante,3
1818,2025-09-07,Bacon Burger,3
1819,2025-09-07,Batata Frita,2
1820,2025-09-07,Refrigerante,4
1821,2025-09-08,Batata Frita,3
1822,2025-09-08,Brownie,2
1823,2025-09-08,Refrigerante,4
1824,2025-09-08,Batata Frita,3
1825,2025-09-08,Água,4
1826,2025-09-08,Bacon Burger,2
1827,2025-09-08,Cheeseburger,3
1828,2025-09-08,Cheeseburger,4
1829,2025-09-08,Cheeseburger,2
1830,2025-09-08,Refrigerante,3
1831,2025-09-08,Refrigerante,3
1832,2025-09-08,Milkshake,1
1833,2025-09-08,Batata Frita,2
1834,2025-09-09,Onion Rings,4
1835,2025-09-09,Milkshake,4
1836,2025-09-09,Batata Frita,4
1837,2025-09-09,Água,4
1838,2025-09-09,Água,3
1839,2025-09-09,Veggie Burger,4
1840,2025-09-09,Batata Frita,1
1841,2025-09-09,Onion Rings,1
1842,2025-09-09,Sorvete,1
1843,2025-09-09,Bacon Burger,2
1844,2025-09-09,Veggie Burger,1
1845,2025-09-09,Água,1
1846,2025-09-09,Refrigerante,1
1847,2025-09-09,Veggie Burger,3
1848,2025-09-09,Bacon Burger,2
1849,2025-09-09,Refrigerante,1
1850,2025-09-09,Cheeseburger,3
1851,2025-09-09,Cheeseburger,3
1852,2025-09-10,Brownie,1
1853,2025-09-10,Batata Frita,2
1854,2025-09-10,Brownie,1
1855,2025-09-10,Refrigerante,4
1856,2025-09-10,Cheeseburger,3
1857,2025-09-10,Água,1
1858,2025-09-10,Onion Rings,3
1859,2025-09-10,Milkshake,4
1860,2025-09-10,Sorvete,4
1861,2025-09-10,Veggie Burger,4
1862,2025-09-10,Bacon Burger,3
1863,2025-09-10,Batata Frita,4
1864,2025-09-10,Sorvete,2
1865,2025-09-10,Batata Frita,4
1866,2025-09-10,Cheeseburger,2
1867,2025-09-10,Cheeseburger,4
1868,2025-09-11,Onion Rings,1
1869,2025-09-11,Brownie,2
1870,2025-09-11,Brownie,2
1871,2025-09-11,Bacon Burger,1
1872,2025-09-11,Onion Rings,2
1873,2025-09-11,Batata Frita,4
1874,2025-09-11,Onion Rings,3
1875,2025-09-11,Milkshake,4
1876,2025-09-11,Sorvete,4
1877,2025-09-11,Bacon Burger,4
1878,2025-09-12,Milkshake,4
1879,2025-09-12,Cheeseburger,2
1880,2025-09-12,Bacon Burger,1
1881,2025-09-12,Milkshake,1
1882,2025-09-12,Veggie Burger,1
1883,2025-09-12,Sorvete,1
1884,2025-09-12,Refrigerante,1
1885,2025-09-12,Veggie Burger,2
1886,2025-09-12,Refrigerante,1
1887,2025-09-12,Brownie,3
1888,2025-09-12,Veggie Burger,1
1889,2025-09-12,Batata Frita,3
1890,2025-09-12,Refrigerante,3
1891,2025-09-12,Refrigerante,3
1892,2025-09-12,Sorvete,4
1893,2025-09-12,Água,4
1894,2025-09-12,Onion Rings,4
1895,2025-09-12,Milkshake,2
1896,2025-09-13,Água,1
1897,2025-09-13,Batata Frita,2
1898,2025-09-13,Veggie Burger,2
1899,2025-09-13,Veggie Burger,4
1900,2025-09-13,Sorvete,3
1901,2025-09-13,Bacon Burger,2
1902,2025-09-13,Brownie,1
1903,2025-09-13,Onion Rings,2
1904,2025-09-13,Milkshake,4
1905,2025-09-13,Água,3
1906,2025-09-13,Sorvete,3
1907,2025-09-14,Água,2
1908,2025-09-14,Sorvete,4
1909,2025-09-14,Brownie,1
1910,2025-09-14,Cheeseburger,1
1911,2025-09-14,Refrigerante,3
1912,2025-09-14,Veggie Burger,3
1913,2025-09-14,Bacon Burger,3
1914,2025-09-14,Onion Rings,4
1915,2025-09-14,Onion Rings,3
1916,2025-09-14,Cheeseburger,3
1917,2025-09-14,Veggie Burger,3
1918,2025-09-14,Batata Frita,3
1919,2025-09-14,Batata Frita,4
1920,2025-09-14,Veggie Burger,2
1921,2025-09-14,Milkshake,3
1922,2025-09-14,Batata Frita,1
1923,2025-09-14,Refrigerante,3
1924,2025-09-14,Bacon Burger,3
1925,2025-09-15,Água,3
1926,2025-09-15,Água,2
1927,2025-09-15,Sorvete,2
1928,2025-09-15,Bacon Burger,4
1929,2025-09-15,Bacon Burger,3
1930,2025-09-15,Brownie,4
1931,2025-09-15,Onion Rings,2
1932,2025-09-15,Sorvete,4
1933,2025-09-15,Cheeseburger,1
1934,2025-09-15,Refrigerante,4
1935,2025-09-15,Refrigerante,3
1936,2025-09-15,Sorvete,3
1937,2025-09-15,Bacon Burger,1
1938,2025-09-15,Refrigerante,2
1939,2025-09-15,Veggie Burger,4
1940,2025-09-15,Bacon Burger,1
1941,2025-09-15,Brownie,2
1942,2025-09-15,Sorvete,2
1943,2025-09-16,Sorvete,1
1944,2025-09-16,Veggie Burger,2
1945,2025-09-16,Veggie Burger,2
1946,2025-09-16,Água,3
1947,2025-09-16,Sorvete,1
1948,2025-09-16,Água,3
1949,2025-09-16,Bacon Burger,3
1950,2025-09-16,Milkshake,4
1951,2025-09-16,Batata Frita,1
1952,2025-09-16,Cheeseburger,4
1953,2025-09-16,Sorvete,3
1954,2025-09-16,Cheeseburger,2
1955,2025-09-16,Veggie Burger,3
1956,2025-09-16,Brownie,2
1957,2025-09-16,Brownie,2
1958,2025-09-16,Água,1
1959,2025-09-16,Milkshake,4
1960,2025-09-16,Sorvete,3
1961,2025-09-17,Bacon Burger,2
1962,2025-09-17,Bacon Burger,1
1963,2025-09-17,Milkshake,3
1964,2025-09-17,Milkshake,2
1965,2025-09-17,Água,1
1966,2025-09-17,Onion Rings,4
1967,2025-09-17,Brownie,1
1968,2025-09-17,Veggie Burger,2
1969,2025-09-18,Batata Frita,2
1970,2025-09-18,Onion Rings,2
1971,2025-09-18,Veggie Burger,1
1972,2025-09-18,Onion Rings,1
1973,2025-09-18,Milkshake,2
1974,2025-09-18,Refrigerante,2
1975,2025-09-18,Veggie Burger,4
1976,2025-09-18,Batata Frita,1
1977,2025-09-18,Veggie Burger,2
1978,2025-09-18,Bacon Burger,4
1979,2025-09-18,Água,2
1980,2025-09-18,Batata Frita,1
1981,2025-09-18,Brownie,1
1982,2025-09-18,Água,4
1983,2025-09-18,Sorvete,1
1984,2025-09-18,Água,1
1985,2025-09-19,Batata Frita,4
1986,2025-09-19,Água,3
1987,2025-09-19,Bacon Burger,1
1988,2025-09-19,Refrigerante,2
1989,2025-09-19,Água,4
1990,2025-09-19,Água,4
1991,2025-09-19,Batata Frita,1
1992,2025-09-19,Brownie,4
1993,2025-09-19,Bacon Burger,4
1994,2025-09-19,Brownie,3
1995,2025-09-20,Batata Frita,3
1996,2025-09-20,Sorvete,4
1997,2025-09-20,Bacon Burger,4
1998,2025-09-20,Cheeseburger,2
1999,2025-09-20,Água,4
2000,2025-09-20,Cheeseburger,3
2001,2025-09-20,Sorvete,4
2002,2025-09-20,Sorvete,3
2003,2025-09-20,Batata Frita,4
2004,2025-09-20,Cheeseburger,4
2005,2025-09-20,Cheeseburger,3
2006,2025-09-20,Batata Frita,2
2007,2025-09-20,Batata Frita,3
2008,2025-09-20,Veggie Burger,1
2009,2025-09-20,Sorvete,2
2010,2025-09-20,Brownie,4
2011,2025-09-20,Batata Frita,1
2012,2025-09-21,Batata Frita,4
2013,2025-09-21,Bacon Burger,2
2014,2025-09-21,Água,2
2015,2025-09-21,Milkshake,2
2016,2025-09-21,Veggie Burger,4
2017,2025-09-21,Onion Rings,2
2018,2025-09-21,Água,1
2019,2025-09-21,Batata Frita,3
2020,2025-09-22,Sorvete,3
2021,2025-09-22,Onion Rings,3
2022,2025-09-22,Refrigerante,2
2023,2025-09-22,Sorvete,1
2024,2025-09-22,Água,1
2025,2025-09-22,Sorvete,1
2026,2025-09-22,Sorvete,3
2027,2025-09-22,Onion Rings,1
2028,2025-09-22,Refrigerante,3
2029,2025-09-22,Onion Rings,1
2030,2025-09-22,Refrigerante,4
2031,2025-09-22,Onion Rings,2
2032,2025-09-22,Onion Rings,2
2033,2025-09-22,Onion Rings,1
2034,2025-09-22,Batata Frita,2
2035,2025-09-23,Brownie,4
2036,2025-09-23,Onion Rings,3
2037,2025-09-23,Veggie Burger,4
2038,2025-09-23,Batata Frita,1
2039,2025-09-23,Onion Rings,1
2040,2025-09-23,Brownie,1
2041,2025-09-23,Batata Frita,4
2042,2025-09-23,Brownie,3
2043,2025-09-24,Batata Frita,1
2044,2025-09-24,Batata Frita,2
2045,2025-09-24,Cheeseburger,1
2046,2025-09-24,Refrigerante,1
2047,2025-09-24,Cheeseburger,2
2048,2025-09-24,Milkshake,1
2049,2025-09-24,Onion Rings,1
2050,2025-09-24,Brownie,2
2051,2025-09-24,Refrigerante,4
2052,2025-09-24,Batata Frita,3
2053,2025-09-24,Onion Rings,4
2054,2025-09-24,Batata Frita,1
2055,2025-09-24,Veggie Burger,3
2056,2025-09-24,Veggie Burger,4
2057,2025-09-24,Brownie,3
2058,2025-09-24,Milkshake,1
2059,2025-09-24,Batata Frita,3
2060,2025-09-25,Onion Rings,3
2061,2025-09-25,Milkshake,4
2062,2025-09-25,Milkshake,4
2063,2025-09-25,Veggie Burger,1
2064,2025-09-25,Brownie,3
2065,2025-09-25,Cheeseburger,1
2066,2025-09-25,Brownie,1
2067,2025-09-25,Sorvete,1
2068,2025-09-25,Cheeseburger,2
2069,2025-09-25,Onion Rings,2
2070,2025-09-25,Batata Frita,2
2071,2025-09-25,Veggie Burger,1
2072,2025-09-25,Bacon Burger,4
2073,2025-09-25,Refrigerante,2
2074,2025-09-25,Sorvete,4
2075,2025-09-25,Água,3
2076,2025-09-25,Água,2
2077,2025-09-26,Brownie,1
2078,2025-09-26,Sorvete,1
2079,2025-09-26,Onion Rings,1
2080,2025-09-26,Onion Rings,1
2081,2025-09-26,Refrigerante,1
2082,2025-09-26,Água,2
2083,2025-09-26,Veggie Burger,3
2084,2025-09-26,Bacon Burger,2
2085,2025-09-26,Cheeseburger,4
2086,2025-09-26,Água,2
2087,2025-09-27,Batata Frita,2
2088,2025-09-27,Batata Frita,1
2089,2025-09-27,Batata Frita,1
2090,2025-09-27,Cheeseburger,1
2091,2025-09-27,Cheeseburger,3
2092,2025-09-27,Refrigerante,1
2093,2025-09-27,Milkshake,4
2094,2025-09-27,Milkshake,3
2095,2025-09-27,Milkshake,2
2096,2025-09-27,Batata Frita,3
2097,2025-09-27,Sorvete,1
2098,2025-09-27,Onion Rings,4
2099,2025-09-27,Cheeseburger,4
2100,2025-09-27,Refrigerante,3
2101,2025-09-27,Sorvete,2
2102,2025-09-27,Veggie Burger,1
2103,2025-09-28,Sorvete,1
2104,2025-09-28,Veggie Burger,2
2105,2025-09-28,Cheeseburger,4
2106,2025-09-28,Batata Frita,3
2107,2025-09-28,Onion Rings,4
2108,2025-09-28,Bacon Burger,4
2109,2025-09-28,Sorvete,1
2110,2025-09-28,Água,1
2111,2025-09-28,Sorvete,4
2112,2025-09-28,Brownie,2
2113,2025-09-28,Bacon Burger,1
2114,2025-09-28,Brownie,2
2115,2025-09-28,Batata Frita,3
2116,2025-09-28,Bacon Burger,4
2117,2025-09-28,Milkshake,3
2118,2025-09-28,Refrigerante,4
2119,2025-09-28,Brownie,2
2120,2025-09-28,Onion Rings,1
2121,2025-09-28,Batata Frita,4
2122,2025-09-28,Sorvete,3
2123,2025-09-29,Brownie,1
2124,2025-09-29,Refrigerante,1
2125,2025-09-29,Brownie,2
2126,2025-09-29,Cheeseburger,2
2127,2025-09-29,Água,1
2128,2025-09-29,Cheeseburger,1
2129,2025-09-29,Água,2
2130,2025-09-29,Sorvete,4
2131,2025-09-29,Sorvete,4
2132,2025-09-29,Milkshake,2
2133,2025-09-29,Cheeseburger,4
2134,2025-09-29,Cheeseburger,1
2135,2025-09-30,Onion Rings,2
2136,2025-09-30,Batata Frita,2
2137,2025-09-30,Água,2
2138,2025-09-30,Brownie,4
2139,2025-09-30,Milkshake,2
2140,2025-09-30,Sorvete,1
2141,2025-09-30,Bacon Burger,1
2142,2025-09-30,Onion Rings,3
2143,2025-09-30,Sorvete,1
2144,2025-09-30,Brownie,3
2145,2025-09-30,Sorvete,1
2146,2025-09-30,Bacon Burger,4
2147,2025-09-30,Onion Rings,2
2148,2025-09-30,Onion Rings,1
2149,2025-10-01,Batata Frita,2
2150,2025-10-01,Milkshake,4
2151,2025-10-01,Milkshake,4
2152,2025-10-01,Bacon Burger,4
2153,2025-10-01,Água,1
2154,2025-10-01,Onion Rings,3
2155,2025-10-01,Bacon Burger,1
2156,2025-10-01,Bacon Burger,1
2157,2025-10-01,Milkshake,1
2158,2025-10-01,Bacon Burger,2
2159,2025-10-01,Sorvete,4
2160,2025-10-01,Bacon Burger,3
2161,2025-10-01,Veggie Burger,3
2162,2025-10-01,Cheeseburger,4
2163,2025-10-01,Onion Rings,3
2164,2025-10-01,Veggie Burger,2
2165,2025-10-01,Onion Rings,3
2166,2025-10-01,Veggie Burger,4
2167,2025-10-01,Milkshake,4
2168,2025-10-02,Bacon Burger,2
2169,2025-10-02,Bacon Burger,1
2170,2025-10-02,Brownie,4
2171,2025-10-02,Veggie Burger,4
2172,2025-10-02,Milkshake,4
2173,2025-10-02,Cheeseburger,2
2174,2025-10-02,Sorvete,1
2175,2025-10-02,Veggie Burger,4
2176,2025-10-02,Brownie,3
2177,2025-10-02,Onion Rings,3
2178,2025-10-02,Veggie Burger,2
2179,2025-10-03,Veggie Burger,2
2180,2025-10-03,Batata Frita,3
2181,2025-10-03,Cheeseburger,1
2182,2025-10-03,Onion Rings,4
2183,2025-10-03,Cheeseburger,3
2184,2025-10-03,Refrigerante,2
2185,2025-10-03,Cheeseburger,4
2186,2025-10-03,Refrigerante,1
2187,2025-10-03,Bacon Burger,4
2188,2025-10-03,Brownie,1
2189,2025-10-03,Cheeseburger,3
2190,2025-10-03,Batata Frita,3
2191,2025-10-03,Onion Rings,3
2192,2025-10-03,Sorvete,1
2193,2025-10-03,Bacon Burger,4
2194,2025-10-03,Refrigerante,1
2195,2025-10-03,Bacon Burger,4
2196,2025-10-03,Bacon Burger,1
2197,2025-10-03,Batata Frita,1
2198,2025-10-03,Bacon Burger,3
2199,2025-10-04,Água,3
2200,2025-10-04,Onion Rings,3
2201,2025-10-04,Bacon Burger,1
2202,2025-10-04,Brownie,1
2203,2025-10-04,Sorvete,1
2204,2025-10-04,Sorvete,3
2205,2025-10-04,Água,2
2206,2025-10-04,Bacon Burger,2
2207,2025-10-04,Sorvete,4
2208,2025-10-04,Milkshake,1
2209,2025-10-04,Bacon Burger,2
2210,2025-10-04,Veggie Burger,2
2211,2025-10-04,Sorvete,4
2212,2025-10-04,Veggie Burger,4
2213,2025-10-04,Onion Rings,2
2214,2025-10-04,Água,3
2215,2025-10-05,Veggie Burger,1
2216,2025-10-05,Refrigerante,3
2217,2025-10-05,Sorvete,4
2218,2025-10-05,Batata Frita,4
2219,2025-10-05,Água,4
2220,2025-10-05,Brownie,2
2221,2025-10-05,Água,1
2222,2025-10-05,Brownie,2
2223,2025-10-05,Água,3
2224,2025-10-05,Sorvete,4
2225,2025-10-05,Bacon Burger,3
2226,2025-10-05,Brownie,1
2227,2025-10-05,Brownie,1
2228,2025-10-05,Água,3
2229,2025-10-05,Cheeseburger,2
2230,2025-10-05,Onion Rings,4
2231,2025-10-06,Bacon Burger,3
2232,2025-10-06,Bacon Burger,3
2233,2025-10-06,Milkshake,4
2234,2025-10-06,Brownie,1
2235,2025-10-06,Veggie Burger,4
2236,2025-10-06,Refrigerante,4
2237,2025-10-06,Bacon Burger,2
2238,2025-10-06,Veggie Burger,2
2239,2025-10-06,Onion Rings,4
2240,2025-10-06,Onion Rings,2
2241,2025-10-06,Refrigerante,3
2242,2025-10-06,Refrigerante,4
2243,2025-10-06,Sorvete,2
2244,2025-10-06,Sorvete,2
2245,2025-10-07,Sorvete,1
2246,2025-10-07,Veggie Burger,2
2247,2025-10-07,Onion Rings,3
2248,2025-10-07,Refrigerante,2
2249,2025-10-07,Milkshake,1
2250,2025-10-07,Cheeseburger,4
2251,2025-10-07,Onion Rings,1
2252,2025-10-07,Milkshake,4
2253,2025-10-07,Bacon Burger,4
2254,2025-10-07,Batata Frita,2
2255,2025-10-07,Batata Frita,2
2256,2025-10-07,Milkshake,1
2257,2025-10-07,Bacon Burger,1
2258,2025-10-07,Batata Frita,4
2259,2025-10-08,Onion Rings,4
2260,2025-10-08,Veggie Burger,2
2261,2025-10-08,Brownie,2
2262,2025-10-08,Onion Rings,1
2263,2025-10-08,Batata Frita,1
2264,2025-10-08,Onion Rings,2
2265,2025-10-08,Onion Rings,1
2266,2025-10-08,Onion Rings,1
2267,2025-10-08,Água,4
2268,2025-10-08,Sorvete,2
2269,2025-10-08,Milkshake,2
2270,2025-10-08,Batata Frita,3
2271,2025-10-08,Bacon Burger,2
2272,2025-10-08,Brownie,3
2273,2025-10-08,Cheeseburger,4
2274,2025-10-08,Veggie Burger,3
2275,2025-10-09,Sorvete,1
2276,2025-10-09,Milkshake,1
2277,2025-10-09,Água,2
2278,2025-10-09,Cheeseburger,3
2279,2025-10-09,Água,3
2280,2025-10-09,Água,1
2281,2025-10-09,Brownie,2
2282,2025-10-09,Brownie,4
2283,2025-10-09,Refrigerante,1
2284,2025-10-09,Água,2
2285,2025-10-09,Bacon Burger,4
2286,2025-10-09,Bacon Burger,3
2287,2025-10-09,Bacon Burger,3
2288,2025-10-09,Bacon Burger,1
2289,2025-10-09,Cheeseburger,3
2290,2025-10-09,Onion Rings,3
2291,2025-10-09,Refrigerante,3
2292,2025-10-09,Cheeseburger,2
2293,2025-10-10,Batata Frita,4
2294,2025-10-10,Onion Rings,3
2295,2025-10-10,Cheeseburger,3
2296,2025-10-10,Água,4
2297,2025-10-10,Cheeseburger,2
2298,2025-10-10,Milkshake,4
2299,2025-10-10,Veggie Burger,2
2300,2025-10-10,Onion Rings,4
2301,2025-10-10,Cheeseburger,3
2302,2025-10-10,Refrigerante,3
2303,2025-10-10,Refrigerante,4
2304,2025-10-10,Sorvete,2
2305,2025-10-10,Refrigerante,1
2306,2025-10-11,Cheeseburger,4
2307,2025-10-11,Refrigerante,4
2308,2025-10-11,Bacon Burger,4
2309,2025-10-11,Cheeseburger,3
2310,2025-10-11,Bacon Burger,4
2311,2025-10-11,Sorvete,1
2312,2025-10-11,Sorvete,3
2313,2025-10-11,Bacon Burger,1
2314,2025-10-11,Bacon Burger,2
2315,2025-10-11,Sorvete,4
2316,2025-10-11,Água,2
