Data,Dia da Semana,Produto,Categoria,Quantidade Vendida
2025-03-29,Saturday,Sobremesa,dessert,15
2025-03-30,Sunday,Combo Hambúrguer + Batata,combo,72
2025-03-30,Sunday,Hambúrguer Simples,burger,46
2025-03-30,Sunday,Batata Frita,side,39
2025-03-30,Sunday,Refrigerante,drink,25
2025-03-30,Sunday,Milkshake,drink,24
2025-03-30,Sunday,Sobremesa,dessert,18
2025-03-31,Monday,Combo Hambúrguer + Batata,combo,50
2025-03-31,Monday,Hambúrguer Simples,burger,28
2025-03-31,Monday,Batata Frita,side,17
2025-03-31,Monday,Refrigerante,drink,17
2025-03-31,Monday,Milkshake,drink,10
2025-03-31,Monday,Sobremesa,dessert,23
2025-04-01,Tuesday,Combo Hambúrguer + Batata,combo,45
2025-04-01,Tuesday,Hambúrguer Simples,burger,27
2025-04-01,Tuesday,Batata Frita,side,25
2025-04-01,Tuesday,Refrigerante,drink,16
2025-04-01,Tuesday,Milkshake,drink,22
2025-04-01,Tuesday,Sobremesa,dessert,11
2025-04-02,Wednesday,Combo Hambúrguer + Batata,combo,48
2025-04-02,Wednesday,Hambúrguer Simples,burger,28
2025-04-02,Wednesday,Batata Frita,side,22
2025-04-02,Wednesday,Refrigerante,drink,17
2025-04-02,Wednesday,Milkshake,drink,10
2025-04-02,Wednesday,Sobremesa,dessert,17
2025-04-03,Thursday,Combo Hambúrguer + Batata,combo,43
2025-04-03,Thursday,Hambúrguer Simples,burger,39
2025-04-03,Thursday,Batata Frita,side,16
2025-04-03,Thursday,Refrigerante,drink,18
2025-04-03,Thursday,Milkshake,drink,19
2025-04-03,Thursday,Sobremesa,dessert,15
2025-04-04,Friday,Combo Hambúrguer + Batata,combo,49
2025-04-04,Friday,Hambúrguer Simples,burger,28
2025-04-04,Friday,Batata Frita,side,17
2025-04-04,Friday,Refrigerante,drink,23
2025-04-04,Friday,Milkshake,drink,14
2025-04-04,Friday,Sobremesa,dessert,7
2025-04-05,Saturday,Combo Hambúrguer + Batata,combo,79
2025-04-05,Saturday,Hambúrguer Simples,burger,48
2025-04-05,Saturday,Batata Frita,side,36
2025-04-05,Saturday,Refrigerante,drink,33
2025-04-05,Saturday,Milkshake,drink,24
2025-04-05,Saturday,Sobremesa,dessert,15
2025-04-06,Sunday,Combo Hambúrguer + Batata,combo,80
2025-04-06,Sunday,Hambúrguer Simples,burger,42
2025-04-06,Sunday,Batata Frita,side,41
2025-04-06,Sunday,Refrigerante,drink,24
2025-04-06,Sunday,Milkshake,drink,18
2025-04-06,Sunday,Sobremesa,dessert,14
2025-04-07,Monday,Combo Hambúrguer + Batata,combo,50
2025-04-07,Monday,Hambúrguer Simples,burger,35
2025-04-07,Monday,Batata Frita,side,28
2025-04-07,Monday,Refrigerante,drink,22
2025-04-07,Monday,Milkshake,drink,2
2025-04-07,Monday,Sobremesa,dessert,7
2025-04-08,Tuesday,Combo Hambúrguer + Batata,combo,43
2025-04-08,Tuesday,Hambúrguer Simples,burger,36
2025-04-08,Tuesday,Batata Frita,side,31
2025-04-08,Tuesday,Refrigerante,drink,22
2025-04-08,Tuesday,Milkshake,drink,13
2025-04-08,Tuesday,Sobremesa,dessert,8
2025-04-09,Wednesday,Combo Hambúrguer + Batata,combo,47
2025-04-09,Wednesday,Hambúrguer Simples,burger,29
2025-04-09,Wednesday,Batata Frita,side,21
2025-04-09,Wednesday,Refrigerante,drink,23
2025-04-09,Wednesday,Milkshake,drink,11
2025-04-09,Wednesday,Sobremesa,dessert,3
2025-04-10,Thursday,Combo Hambúrguer + Batata,combo,47
2025-04-10,Thursday,Hambúrguer Simples,burger,20
2025-04-10,Thursday,Batata Frita,side,24
2025-04-10,Thursday,Refrigerante,drink,21
2025-04-10,Thursday,Milkshake,drink,10
2025-04-10,Thursday,Sobremesa,dessert,4
2025-04-11,Friday,Combo Hambúrguer + Batata,combo,49
2025-04-11,Friday,Hambúrguer Simples,burger,32
2025-04-11,Friday,Batata Frita,side,25
2025-04-11,Friday,Refrigerante,drink,16
2025-04-11,Friday,Milkshake,drink,18
2025-04-11,Friday,Sobremesa,dessert,12
2025-04-12,Saturday,Combo Hambúrguer + Batata,combo,77
2025-04-12,Saturday,Hambúrguer Simples,burger,45
2025-04-12,Saturday,Batata Frita,side,31
2025-04-12,Saturday,Refrigerante,drink,26
2025-04-12,Saturday,Milkshake,drink,32
2025-04-12,Saturday,Sobremesa,dessert,9
2025-04-13,Sunday,Combo Hambúrguer + Batata,combo,74
2025-04-13,Sunday,Hambúrguer Simples,burger,47
2025-04-13,Sunday,Batata Frita,side,27
2025-04-13,Sunday,Refrigerante,drink,31
2025-04-13,Sunday,Milkshake,drink,19
2025-04-13,Sunday,Sobremesa,dessert,15
2025-04-14,Monday,Combo Hambúrguer + Batata,combo,44
2025-04-14,Monday,Hambúrguer Simples,burger,32
2025-04-14,Monday,Batata Frita,side,28
2025-04-14,Monday,Refrigerante,drink,22
2025-04-14,Monday,Milkshake,drink,19
2025-04-14,Monday,Sobremesa,dessert,17
2025-04-15,Tuesday,Combo Hambúrguer + Batata,combo,54
2025-04-15,Tuesday,Hambúrguer Simples,burger,24
2025-04-15,Tuesday,Batata Frita,side,31
2025-04-15,Tuesday,Refrigerante,drink,23
2025-04-15,Tuesday,Milkshake,drink,17
2025-04-15,Tuesday,Sobremesa,dessert,19
2025-04-16,Wednesday,Combo Hambúrguer + Batata,combo,55
2025-04-16,Wednesday,Hambúrguer Simples,burger,30
2025-04-16,Wednesday,Batata Frita,side,36
2025-04-16,Wednesday,Refrigerante,drink,15
2025-04-16,Wednesday,Milkshake,drink,7
2025-04-16,Wednesday,Sobremesa,dessert,13
2025-04-17,Thursday,Combo Hambúrguer + Batata,combo,47
2025-04-17,Thursday,Hambúrguer Simples,burger,34
2025-04-17,Thursday,Batata Frita,side,30
2025-04-17,Thursday,Refrigerante,drink,22
2025-04-17,Thursday,Milkshake,drink,19
2025-04-17,Thursday,Sobremesa,dessert,2
2025-04-18,Friday,Combo Hambúrguer + Batata,combo,89
2025-04-18,Friday,Hambúrguer Simples,burger,54
2025-04-18,Friday,Batata Frita,side,50
2025-04-18,Friday,Refrigerante,drink,35
2025-04-18,Friday,Milkshake,drink,27
2025-04-18,Friday,Sobremesa,dessert,19
2025-04-19,Saturday,Combo Hambúrguer + Batata,combo,78
2025-04-19,Saturday,Hambúrguer Simples,burger,44
2025-04-19,Saturday,Batata Frita,side,34
2025-04-19,Saturday,Refrigerante,drink,37
2025-04-19,Saturday,Milkshake,drink,22
2025-04-19,Saturday,Sobremesa,dessert,23
2025-04-20,Sunday,Combo Hambúrguer + Batata,combo,81
2025-04-20,Sunday,Hambúrguer Simples,burger,43
2025-04-20,Sunday,Batata Frita,side,26
2025-04-20,Sunday,Refrigerante,drink,18
2025-04-20,Sunday,Milkshake,drink,14
2025-04-20,Sunday,Sobremesa,dessert,13
2025-04-21,Monday,Combo Hambúrguer + Batata,combo,51
2025-04-21,Monday,Hambúrguer Simples,burger,37
2025-04-21,Monday,Batata Frita,side,29
2025-04-21,Monday,Refrigerante,drink,17
2025-04-21,Monday,Milkshake,drink,13
2025-04-21,Monday,Sobremesa,dessert,5
2025-04-22,Tuesday,Combo Hambúrguer + Batata,combo,47
2025-04-22,Tuesday,Hambúrguer Simples,burger,23
2025-04-22,Tuesday,Batata Frita,side,20
2025-04-22,Tuesday,Refrigerante,drink,13
2025-04-22,Tuesday,Milkshake,drink,8
2025-04-22,Tuesday,Sobremesa,dessert,10
2025-04-23,Wednesday,Combo Hambúrguer + Batata,combo,38
2025-04-23,Wednesday,Hambúrguer Simples,burger,32
2025-04-23,Wednesday,Batata Frita,side,21
2025-04-23,Wednesday,Refrigerante,drink,23
2025-04-23,Wednesday,Milkshake,drink,8
2025-04-23,Wednesday,Sobremesa,dessert,8
2025-04-24,Thursday,Combo Hambúrguer + Batata,combo,49
2025-04-24,Thursday,Hambúrguer Simples,burger,31
2025-04-24,Thursday,Batata Frita,side,15
2025-04-24,Thursday,Refrigerante,drink,19
2025-04-24,Thursday,Milkshake,drink,11
2025-04-24,Thursday,Sobremesa,dessert,18
2025-04-25,Friday,Combo Hambúrguer + Batata,combo,58
2025-04-25,Friday,Hambúrguer Simples,burger,29
2025-04-25,Friday,Batata Frita,side,21
2025-04-25,Friday,Refrigerante,drink,20
2025-04-25,Friday,Milkshake,drink,23
2025-04-25,Friday,Sobremesa,dessert,6
2025-04-26,Saturday,Combo Hambúrguer + Batata,combo,76
2025-04-26,Saturday,Hambúrguer Simples,burger,39
2025-04-26,Saturday,Batata Frita,side,38
2025-04-26,Saturday,Refrigerante,drink,29
2025-04-26,Saturday,Milkshake,drink,11
2025-04-26,Saturday,Sobremesa,dessert,12
2025-04-27,Sunday,Combo Hambúrguer + Batata,combo,68
2025-04-27,Sunday,Hambúrguer Simples,burger,39
2025-04-27,Sunday,Batata Frita,side,38
2025-04-27,Sunday,Refrigerante,drink,34
2025-04-27,Sunday,Milkshake,drink,24
2025-04-27,Sunday,Sobremesa,dessert,18
2025-04-28,Monday,Combo Hambúrguer + Batata,combo,49
2025-04-28,Monday,Hambúrguer Simples,burger,24
2025-04-28,Monday,Batata Frita,side,29
2025-04-28,Monday,Refrigerante,drink,24
2025-04-28,Monday,Milkshake,drink,10
2025-04-28,Monday,Sobremesa,dessert,3
2025-04-29,Tuesday,Combo Hambúrguer + Batata,combo,49
2025-04-29,Tuesday,Hambúrguer Simples,burger,34
2025-04-29,Tuesday,Batata Frita,side,38
2025-04-29,Tuesday,Refrigerante,drink,29
2025-04-29,Tuesday,Milkshake,drink,13
2025-04-29,Tuesday,Sobremesa,dessert,14
2025-04-30,Wednesday,Combo Hambúrguer + Batata,combo,44
2025-04-30,Wednesday,Hambúrguer Simples,burger,21
2025-04-30,Wednesday,Batata Frita,side,18
2025-04-30,Wednesday,Refrigerante,drink,21
2025-04-30,Wednesday,Milkshake,drink,8
2025-04-30,Wednesday,Sobremesa,dessert,10
2025-05-01,Thursday,Combo Hambúrguer + Batata,combo,88
2025-05-01,Thursday,Hambúrguer Simples,burger,56
2025-05-01,Thursday,Batata Frita,side,38
2025-05-01,Thursday,Refrigerante,drink,42
2025-05-01,Thursday,Milkshake,drink,24
2025-05-01,Thursday,Sobremesa,dessert,6
2025-05-02,Friday,Combo Hambúrguer + Batata,combo,51
2025-05-02,Friday,Hambúrguer Simples,burger,28
2025-05-02,Friday,Batata Frita,side,28
2025-05-02,Friday,Refrigerante,drink,18
2025-05-02,Friday,Milkshake,drink,18
2025-05-02,Friday,Sobremesa,dessert,20
2025-05-03,Saturday,Combo Hambúrguer + Batata,combo,70
2025-05-03,Saturday,Hambúrguer Simples,burger,48
2025-05-03,Saturday,Batata Frita,side,38
2025-05-03,Saturday,Refrigerante,drink,26
2025-05-03,Saturday,Milkshake,drink,26
2025-05-03,Saturday,Sobremesa,dessert,22
2025-05-04,Sunday,Combo Hambúrguer + Batata,combo,68
2025-05-04,Sunday,Hambúrguer Simples,burger,44
2025-05-04,Sunday,Batata Frita,side,29
2025-05-04,Sunday,Refrigerante,drink,38
2025-05-04,Sunday,Milkshake,drink,22
2025-05-04,Sunday,Sobremesa,dessert,19
2025-05-05,Monday,Combo Hambúrguer + Batata,combo,49
2025-05-05,Monday,Hambúrguer Simples,burger,35
2025-05-05,Monday,Batata Frita,side,22
2025-05-05,Monday,Refrigerante,drink,18
2025-05-05,Monday,Milkshake,drink,12
2025-05-05,Monday,Sobremesa,dessert,9
2025-05-06,Tuesday,Combo Hambúrguer + Batata,combo,49
2025-05-06,Tuesday,Hambúrguer Simples,burger,32
2025-05-06,Tuesday,Batata Frita,side,19
2025-05-06,Tuesday,Refrigerante,drink,25
2025-05-06,Tuesday,Milkshake,drink,10
2025-05-06,Tuesday,Sobremesa,dessert,5
2025-05-07,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-05-07,Wednesday,Hambúrguer Simples,burger,29
2025-05-07,Wednesday,Batata Frita,side,25
2025-05-07,Wednesday,Refrigerante,drink,23
2025-05-07,Wednesday,Milkshake,drink,13
2025-05-07,Wednesday,Sobremesa,dessert,7
2025-05-08,Thursday,Combo Hambúrguer + Batata,combo,54
2025-05-08,Thursday,Hambúrguer Simples,burger,28
2025-05-08,Thursday,Batata Frita,side,24
2025-05-08,Thursday,Refrigerante,drink,26
2025-05-08,Thursday,Milkshake,drink,11
2025-05-08,Thursday,Sobremesa,dessert,10
2025-05-09,Friday,Combo Hambúrguer + Batata,combo,56
2025-05-09,Friday,Hambúrguer Simples,burger,26
2025-05-09,Friday,Batata Frita,side,20
2025-05-09,Friday,Refrigerante,drink,18
2025-05-09,Friday,Milkshake,drink,14
2025-05-09,Friday,Sobremesa,dessert,7
2025-05-10,Saturday,Combo Hambúrguer + Batata,combo,82
2025-05-10,Saturday,Hambúrguer Simples,burger,45
2025-05-10,Saturday,Batata Frita,side,32
2025-05-10,Saturday,Refrigerante,drink,32
2025-05-10,Saturday,Milkshake,drink,21
2025-05-10,Saturday,Sobremesa,dessert,13
2025-05-11,Sunday,Combo Hambúrguer + Batata,combo,73
2025-05-11,Sunday,Hambúrguer Simples,burger,44
2025-05-11,Sunday,Batata Frita,side,39
2025-05-11,Sunday,Refrigerante,drink,24
2025-05-11,Sunday,Milkshake,drink,20
2025-05-11,Sunday,Sobremesa,dessert,14
2025-05-12,Monday,Combo Hambúrguer + Batata,combo,51
2025-05-12,Monday,Hambúrguer Simples,burger,31
2025-05-12,Monday,Batata Frita,side,24
2025-05-12,Monday,Refrigerante,drink,19
2025-05-12,Monday,Milkshake,drink,13
2025-05-12,Monday,Sobremesa,dessert,16
2025-05-13,Tuesday,Combo Hambúrguer + Batata,combo,53
2025-05-13,Tuesday,Hambúrguer Simples,burger,23
2025-05-13,Tuesday,Batata Frita,side,24
2025-05-13,Tuesday,Refrigerante,drink,27
2025-05-13,Tuesday,Milkshake,drink,19
2025-05-13,Tuesday,Sobremesa,dessert,3
2025-05-14,Wednesday,Combo Hambúrguer + Batata,combo,48
2025-05-14,Wednesday,Hambúrguer Simples,burger,27
2025-05-14,Wednesday,Batata Frita,side,20
2025-05-14,Wednesday,Refrigerante,drink,21
2025-05-14,Wednesday,Milkshake,drink,19
2025-05-14,Wednesday,Sobremesa,dessert,12
2025-05-15,Thursday,Combo Hambúrguer + Batata,combo,55
2025-05-15,Thursday,Hambúrguer Simples,burger,30
2025-05-15,Thursday,Batata Frita,side,19
2025-05-15,Thursday,Refrigerante,drink,21
2025-05-15,Thursday,Milkshake,drink,12
2025-05-15,Thursday,Sobremesa,dessert,8
2025-05-16,Friday,Combo Hambúrguer + Batata,combo,43
2025-05-16,Friday,Hambúrguer Simples,burger,30
2025-05-16,Friday,Batata Frita,side,27
2025-05-16,Friday,Refrigerante,drink,28
2025-05-16,Friday,Milkshake,drink,15
2025-05-16,Friday,Sobremesa,dessert,15
2025-05-17,Saturday,Combo Hambúrguer + Batata,combo,77
2025-05-17,Saturday,Hambúrguer Simples,burger,49
2025-05-17,Saturday,Batata Frita,side,37
2025-05-17,Saturday,Refrigerante,drink,25
2025-05-17,Saturday,Milkshake,drink,20
2025-05-17,Saturday,Sobremesa,dessert,12
2025-05-18,Sunday,Combo Hambúrguer + Batata,combo,65
2025-05-18,Sunday,Hambúrguer Simples,burger,44
2025-05-18,Sunday,Batata Frita,side,34
2025-05-18,Sunday,Refrigerante,drink,25
2025-05-18,Sunday,Milkshake,drink,22
2025-05-18,Sunday,Sobremesa,dessert,10
2025-05-19,Monday,Combo Hambúrguer + Batata,combo,49
2025-05-19,Monday,Hambúrguer Simples,burger,32
2025-05-19,Monday,Batata Frita,side,28
2025-05-19,Monday,Refrigerante,drink,27
2025-05-19,Monday,Milkshake,drink,15
2025-05-19,Monday,Sobremesa,dessert,12
2025-05-20,Tuesday,Combo Hambúrguer + Batata,combo,50
2025-05-20,Tuesday,Hambúrguer Simples,burger,35
2025-05-20,Tuesday,Batata Frita,side,20
2025-05-20,Tuesday,Refrigerante,drink,14
2025-05-20,Tuesday,Milkshake,drink,21
2025-05-20,Tuesday,Sobremesa,dessert,2
2025-05-21,Wednesday,Combo Hambúrguer + Batata,combo,58
2025-05-21,Wednesday,Hambúrguer Simples,burger,19
2025-05-21,Wednesday,Batata Frita,side,28
2025-05-21,Wednesday,Refrigerante,drink,18
2025-05-21,Wednesday,Milkshake,drink,12
2025-05-21,Wednesday,Sobremesa,dessert,10
2025-05-22,Thursday,Combo Hambúrguer + Batata,combo,56
2025-05-22,Thursday,Hambúrguer Simples,burger,26
2025-05-22,Thursday,Batata Frita,side,27
2025-05-22,Thursday,Refrigerante,drink,15
2025-05-22,Thursday,Milkshake,drink,14
2025-05-22,Thursday,Sobremesa,dessert,13
2025-05-23,Friday,Combo Hambúrguer + Batata,combo,51
2025-05-23,Friday,Hambúrguer Simples,burger,30
2025-05-23,Friday,Batata Frita,side,23
2025-05-23,Friday,Refrigerante,drink,20
2025-05-23,Friday,Milkshake,drink,27
2025-05-23,Friday,Sobremesa,dessert,13
2025-05-24,Saturday,Combo Hambúrguer + Batata,combo,81
2025-05-24,Saturday,Hambúrguer Simples,burger,45
2025-05-24,Saturday,Batata Frita,side,37
2025-05-24,Saturday,Refrigerante,drink,24
2025-05-24,Saturday,Milkshake,drink,23
2025-05-24,Saturday,Sobremesa,dessert,27
2025-05-25,Sunday,Combo Hambúrguer + Batata,combo,74
2025-05-25,Sunday,Hambúrguer Simples,burger,45
2025-05-25,Sunday,Batata Frita,side,37
2025-05-25,Sunday,Refrigerante,drink,29
2025-05-25,Sunday,Milkshake,drink,22
2025-05-25,Sunday,Sobremesa,dessert,23
2025-05-26,Monday,Combo Hambúrguer + Batata,combo,45
2025-05-26,Monday,Hambúrguer Simples,burger,30
2025-05-26,Monday,Batata Frita,side,20
2025-05-26,Monday,Refrigerante,drink,9
2025-05-26,Monday,Milkshake,drink,10
2025-05-26,Monday,Sobremesa,dessert,9
2025-05-27,Tuesday,Combo Hambúrguer + Batata,combo,47
2025-05-27,Tuesday,Hambúrguer Simples,burger,21
2025-05-27,Tuesday,Batata Frita,side,9
2025-05-27,Tuesday,Refrigerante,drink,11
2025-05-27,Tuesday,Milkshake,drink,20
2025-05-27,Tuesday,Sobremesa,dessert,14
2025-05-28,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-05-28,Wednesday,Hambúrguer Simples,burger,29
2025-05-28,Wednesday,Batata Frita,side,22
2025-05-28,Wednesday,Refrigerante,drink,7
2025-05-28,Wednesday,Milkshake,drink,4
2025-05-28,Wednesday,Sobremesa,dessert,20
2025-05-29,Thursday,Combo Hambúrguer + Batata,combo,47
2025-05-29,Thursday,Hambúrguer Simples,burger,27
2025-05-29,Thursday,Batata Frita,side,27
2025-05-29,Thursday,Refrigerante,drink,25
2025-05-29,Thursday,Milkshake,drink,10
2025-05-29,Thursday,Sobremesa,dessert,5
2025-05-30,Friday,Combo Hambúrguer + Batata,combo,52
2025-05-30,Friday,Hambúrguer Simples,burger,23
2025-05-30,Friday,Batata Frita,side,25
2025-05-30,Friday,Refrigerante,drink,23
2025-05-30,Friday,Milkshake,drink,18
2025-05-30,Friday,Sobremesa,dessert,8
2025-05-31,Saturday,Combo Hambúrguer + Batata,combo,80
2025-05-31,Saturday,Hambúrguer Simples,burger,47
2025-05-31,Saturday,Batata Frita,side,44
2025-05-31,Saturday,Refrigerante,drink,32
2025-05-31,Saturday,Milkshake,drink,31
2025-05-31,Saturday,Sobremesa,dessert,18
2025-06-01,Sunday,Combo Hambúrguer + Batata,combo,84
2025-06-01,Sunday,Hambúrguer Simples,burger,45
2025-06-01,Sunday,Batata Frita,side,45
2025-06-01,Sunday,Refrigerante,drink,30
2025-06-01,Sunday,Milkshake,drink,26
2025-06-01,Sunday,Sobremesa,dessert,16
2025-06-02,Monday,Combo Hambúrguer + Batata,combo,49
2025-06-02,Monday,Hambúrguer Simples,burger,33
2025-06-02,Monday,Batata Frita,side,21
2025-06-02,Monday,Refrigerante,drink,17
2025-06-02,Monday,Milkshake,drink,12
2025-06-02,Monday,Sobremesa,dessert,6
2025-06-03,Tuesday,Combo Hambúrguer + Batata,combo,54
2025-06-03,Tuesday,Hambúrguer Simples,burger,24
2025-06-03,Tuesday,Batata Frita,side,22
2025-06-03,Tuesday,Refrigerante,drink,15
2025-06-03,Tuesday,Milkshake,drink,18
2025-06-03,Tuesday,Sobremesa,dessert,1
2025-06-04,Wednesday,Combo Hambúrguer + Batata,combo,51
2025-06-04,Wednesday,Hambúrguer Simples,burger,27
2025-06-04,Wednesday,Batata Frita,side,25
2025-06-04,Wednesday,Refrigerante,drink,21
2025-06-04,Wednesday,Milkshake,drink,31
2025-06-04,Wednesday,Sobremesa,dessert,18
2025-06-05,Thursday,Combo Hambúrguer + Batata,combo,53
2025-06-05,Thursday,Hambúrguer Simples,burger,37
2025-06-05,Thursday,Batata Frita,side,20
2025-06-05,Thursday,Refrigerante,drink,16
2025-06-05,Thursday,Milkshake,drink,19
2025-06-05,Thursday,Sobremesa,dessert,5
2025-06-06,Friday,Combo Hambúrguer + Batata,combo,45
2025-06-06,Friday,Hambúrguer Simples,burger,27
2025-06-06,Friday,Batata Frita,side,33
2025-06-06,Friday,Refrigerante,drink,25
2025-06-06,Friday,Milkshake,drink,7
2025-06-06,Friday,Sobremesa,dessert,4
2025-06-07,Saturday,Combo Hambúrguer + Batata,combo,77
2025-06-07,Saturday,Hambúrguer Simples,burger,43
2025-06-07,Saturday,Batata Frita,side,43
2025-06-07,Saturday,Refrigerante,drink,23
2025-06-07,Saturday,Milkshake,drink,21
2025-06-07,Saturday,Sobremesa,dessert,10
2025-06-08,Sunday,Combo Hambúrguer + Batata,combo,75
2025-06-08,Sunday,Hambúrguer Simples,burger,47
2025-06-08,Sunday,Batata Frita,side,28
2025-06-08,Sunday,Refrigerante,drink,29
2025-06-08,Sunday,Milkshake,drink,25
2025-06-08,Sunday,Sobremesa,dessert,25
2025-06-09,Monday,Combo Hambúrguer + Batata,combo,51
2025-06-09,Monday,Hambúrguer Simples,burger,23
2025-06-09,Monday,Batata Frita,side,24
2025-06-09,Monday,Refrigerante,drink,23
2025-06-09,Monday,Milkshake,drink,20
2025-06-09,Monday,Sobremesa,dessert,11
2025-06-10,Tuesday,Combo Hambúrguer + Batata,combo,56
2025-06-10,Tuesday,Hambúrguer Simples,burger,29
2025-06-10,Tuesday,Batata Frita,side,33
2025-06-10,Tuesday,Refrigerante,drink,23
2025-06-10,Tuesday,Milkshake,drink,13
2025-06-10,Tuesday,Sobremesa,dessert,9
2025-06-11,Wednesday,Combo Hambúrguer + Batata,combo,46
2025-06-11,Wednesday,Hambúrguer Simples,burger,27
2025-06-11,Wednesday,Batata Frita,side,31
2025-06-11,Wednesday,Refrigerante,drink,2
2025-06-11,Wednesday,Milkshake,drink,18
2025-06-11,Wednesday,Sobremesa,dessert,13
2025-06-12,Thursday,Combo Hambúrguer + Batata,combo,48
2025-06-12,Thursday,Hambúrguer Simples,burger,32
2025-06-12,Thursday,Batata Frita,side,18
2025-06-12,Thursday,Refrigerante,drink,18
2025-06-12,Thursday,Milkshake,drink,18
2025-06-12,Thursday,Sobremesa,dessert,10
2025-06-13,Friday,Combo Hambúrguer + Batata,combo,55
2025-06-13,Friday,Hambúrguer Simples,burger,30
2025-06-13,Friday,Batata Frita,side,27
2025-06-13,Friday,Refrigerante,drink,13
2025-06-13,Friday,Milkshake,drink,17
2025-06-13,Friday,Sobremesa,dessert,16
2025-06-14,Saturday,Combo Hambúrguer + Batata,combo,77
2025-06-14,Saturday,Hambúrguer Simples,burger,32
2025-06-14,Saturday,Batata Frita,side,47
2025-06-14,Saturday,Refrigerante,drink,34
2025-06-14,Saturday,Milkshake,drink,23
2025-06-14,Saturday,Sobremesa,dessert,13
2025-06-15,Sunday,Combo Hambúrguer + Batata,combo,66
2025-06-15,Sunday,Hambúrguer Simples,burger,47
2025-06-15,Sunday,Batata Frita,side,46
2025-06-15,Sunday,Refrigerante,drink,26
2025-06-15,Sunday,Milkshake,drink,20
2025-06-15,Sunday,Sobremesa,dessert,6
2025-06-16,Monday,Combo Hambúrguer + Batata,combo,49
2025-06-16,Monday,Hambúrguer Simples,burger,20
2025-06-16,Monday,Batata Frita,side,20
2025-06-16,Monday,Refrigerante,drink,17
2025-06-16,Monday,Milkshake,drink,18
2025-06-16,Monday,Sobremesa,dessert,10
2025-06-17,Tuesday,Combo Hambúrguer + Batata,combo,54
2025-06-17,Tuesday,Hambúrguer Simples,burger,28
2025-06-17,Tuesday,Batata Frita,side,29
2025-06-17,Tuesday,Refrigerante,drink,11
2025-06-17,Tuesday,Milkshake,drink,18
2025-06-17,Tuesday,Sobremesa,dessert,13
2025-06-18,Wednesday,Combo Hambúrguer + Batata,combo,42
2025-06-18,Wednesday,Hambúrguer Simples,burger,24
2025-06-18,Wednesday,Batata Frita,side,22
2025-06-18,Wednesday,Refrigerante,drink,24
2025-06-18,Wednesday,Milkshake,drink,9
2025-06-18,Wednesday,Sobremesa,dessert,19
2025-06-19,Thursday,Combo Hambúrguer + Batata,combo,41
2025-06-19,Thursday,Hambúrguer Simples,burger,24
2025-06-19,Thursday,Batata Frita,side,26
2025-06-19,Thursday,Refrigerante,drink,12
2025-06-19,Thursday,Milkshake,drink,10
2025-06-19,Thursday,Sobremesa,dessert,10
2025-06-20,Friday,Combo Hambúrguer + Batata,combo,51
2025-06-20,Friday,Hambúrguer Simples,burger,32
2025-06-20,Friday,Batata Frita,side,17
2025-06-20,Friday,Refrigerante,drink,17
2025-06-20,Friday,Milkshake,drink,15
2025-06-20,Friday,Sobremesa,dessert,10
2025-06-21,Saturday,Combo Hambúrguer + Batata,combo,73
2025-06-21,Saturday,Hambúrguer Simples,burger,45
2025-06-21,Saturday,Batata Frita,side,37
2025-06-21,Saturday,Refrigerante,drink,25
2025-06-21,Saturday,Milkshake,drink,16
2025-06-21,Saturday,Sobremesa,dessert,14
2025-06-22,Sunday,Combo Hambúrguer + Batata,combo,73
2025-06-22,Sunday,Hambúrguer Simples,burger,42
2025-06-22,Sunday,Batata Frita,side,36
2025-06-22,Sunday,Refrigerante,drink,34
2025-06-22,Sunday,Milkshake,drink,22
2025-06-22,Sunday,Sobremesa,dessert,21
2025-06-23,Monday,Combo Hambúrguer + Batata,combo,48
2025-06-23,Monday,Hambúrguer Simples,burger,26
2025-06-23,Monday,Batata Frita,side,21
2025-06-23,Monday,Refrigerante,drink,19
2025-06-23,Monday,Milkshake,drink,14
2025-06-23,Monday,Sobremesa,dessert,11
2025-06-24,Tuesday,Combo Hambúrguer + Batata,combo,57
2025-06-24,Tuesday,Hambúrguer Simples,burger,24
2025-06-24,Tuesday,Batata Frita,side,29
2025-06-24,Tuesday,Refrigerante,drink,12
2025-06-24,Tuesday,Milkshake,drink,11
2025-06-24,Tuesday,Sobremesa,dessert,7
2025-06-25,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-06-25,Wednesday,Hambúrguer Simples,burger,25
2025-06-25,Wednesday,Batata Frita,side,28
2025-06-25,Wednesday,Refrigerante,drink,24
2025-06-25,Wednesday,Milkshake,drink,23
2025-06-25,Wednesday,Sobremesa,dessert,9
2025-06-26,Thursday,Combo Hambúrguer + Batata,combo,49
2025-06-26,Thursday,Hambúrguer Simples,burger,27
2025-06-26,Thursday,Batata Frita,side,27
2025-06-26,Thursday,Refrigerante,drink,28
2025-06-26,Thursday,Milkshake,drink,13
2025-06-26,Thursday,Sobremesa,dessert,2
2025-06-27,Friday,Combo Hambúrguer + Batata,combo,48
2025-06-27,Friday,Hambúrguer Simples,burger,32
2025-06-27,Friday,Batata Frita,side,34
2025-06-27,Friday,Refrigerante,drink,11
2025-06-27,Friday,Milkshake,drink,13
